CAD_CODE,CATEGORY,Category_Desc,PRIORITY,Priority_Desc,DESCR,AC_BEGIN_DATE,AC_END_DATE,CARD_NAME
14D5S,5,RSALARM,4,DELTA,NOT ALERT - SCUBA ACCIDENT (NOT UNDERWATER),2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D5W,5,RSALARM,4,DELTA,NOT ALERT - SWIFT WATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D6,3,MEDICAL,4,DELTA,SUSPECTED NECK INJURY,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D6D,5,RSALARM,4,DELTA,SUSPECTED NECK INJURY - DIVING INJURY (NOT UNDERWA,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D6F,5,RSALARM,4,DELTA,SUSPECTED NECK INJURY - FLOODWATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D6I,5,RSALARM,4,DELTA,SUSPECTED NECK INJURY - ICE RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D6S,5,RSALARM,4,DELTA,SUSPECTED NECK INJURY - SCUBA ACCIDENT (NOT UNDERW,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14D6W,5,RSALARM,4,DELTA,SUSPECTED NECK INJURY - SWIFT WATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E0,3,MEDICAL,5,ECHO,OVERRIDE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E0D,5,RSALARM,5,ECHO,OVERRIDE - DIVING INJURY (NOT UNDERWATER),2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E0F,5,RSALARM,5,ECHO,OVERRIDE - FLOODWATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E0I,5,RSALARM,5,ECHO,OVERRIDE - ICE RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E0S,5,RSALARM,5,ECHO,OVERRIDE - SCUBA ACCIDENT (NOT UNDERWATER),2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E0W,5,RSALARM,5,ECHO,OVERRIDE - SWIFT WATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E1,3,MEDICAL,5,ECHO,ARREST (OUT OF WATER),2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E1D,3,MEDICAL,5,ECHO,ARREST (OUT OF WATER) - DIVING INJURY (NOT UNDERWA,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E1F,3,MEDICAL,5,ECHO,ARREST (OUT OF WATER) - FLOODWATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E1I,3,MEDICAL,5,ECHO,ARREST (OUT OF WATER) - ICE RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E1S,3,MEDICAL,5,ECHO,ARREST (OUT OF WATER) - SCUBA ACCIDENT (NOT UNDERW,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E1W,3,MEDICAL,5,ECHO,ARREST (OUT OF WATER) - SWIFT WATER RESCUE,2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
14E2,5,RSALARM,5,ECHO,UNDERWATER (DOMESTIC RESCUE),2016-09-09,2099-12-31,DROWNING/DIVING/SCUBA ACCIDENT
15C1,3,MEDICAL,3,CHARLIE,ALERT AND BREATHING NORMALLY,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15C1,3,MEDICAL,3,CHARLIE,ALERT AND BREATHING NORMALLY,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15C1E,3,MEDICAL,3,CHARLIE,ALERT AND BREATHING NORMALLY- ELECTROCUTION,2012-03-29,2099-12-31,ELECTROCUTION/LIGHTNING
15C1L,3,MEDICAL,3,CHARLIE,ALERT AND BREATHING NORMALLY- LIGHTNING,2012-03-29,2099-12-31,ELECTROCUTION/LIGHTNING
15D0E,3,MEDICAL,4,DELTA,OVERRIDE - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D0L,3,MEDICAL,4,DELTA,OVERRIDE - LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D1,3,MEDICAL,4,DELTA,UNCONSCIOUS,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15D1,3,MEDICAL,4,DELTA,UNCONSCIOUS,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D1E,3,MEDICAL,4,DELTA,UNCONSCIOUS-ELECTROCUTION,2012-03-27,2016-09-08,ELECTROCUTION/LIGHTNING
15D1E,3,MEDICAL,4,DELTA,MULTIPLE VICTOMS - ELECTROCUTION,2016-09-09,2016-09-11,ELECTROCUTION/LIGHTNING
15D1E,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D1L,3,MEDICAL,4,DELTA,UNCONSCIOUS- LIGHTNING,2012-03-27,2016-09-11,ELECTROCUTION/LIGHTNING
15D1L,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS - LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D2,5,RSALARM,4,DELTA,NOT DISCONNECTED FROM POWER,2010-01-01,2099-12-31,ELECTROCUTION/LIGHTNING
15D2E,5,RSALARM,4,DELTA,NOT DICONNECTED FROM POWER-ELECTROCUTION,2012-04-17,2016-09-11,ELECTROCUTION/LIGHTNING
15D2E,3,MEDICAL,4,DELTA,UNCONSCIOUS - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D2L,5,RSALARM,4,DELTA,NOT DICONNECTED FROM POWER- LIGHTNING,2012-04-17,2016-09-08,ELECTROCUTION/LIGHTNING
15D2L,3,MEDICAL,4,DELTA,UNCONSCIOUS - LIGHTNING,2016-09-09,2099-12-31,ELECTROCUTION/LIGHTNING
15D3,5,RSALARM,4,DELTA,POWER NOT OFF OR HAZARD PRESENT,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15D3,5,RSALARM,4,DELTA,POWER NOT OFF OR HAZARD PRESENT,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D3E,5,RSALARM,4,DELTA,POWER NOT OFF OR HAZARD PRESENT-ELECTROCUTION,2012-04-17,2016-09-11,ELECTROCUTION/LIGHTNING
15D3E,5,RSALARM,4,DELTA,NOT DISCONNECTED FROM POWER - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D3L,5,RSALARM,4,DELTA,POWER NOT OFF OR HAZARD PRESENT- LIGHTNING,2012-04-17,2016-09-11,ELECTROCUTION/LIGHTNING
15D3L,5,RSALARM,4,DELTA,POWER NOT OFF OR HAZARD PRESENT- LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D4,3,MEDICAL,4,DELTA,EXTREME FALL (>30FT/10M),2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15D4,3,MEDICAL,4,DELTA,EXTREME FALL (>30FT/10M),2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D4E,3,MEDICAL,4,DELTA,EXTREME FALL(>30FT/10M)-ELECTROCUTION,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D4E,5,RSALARM,4,DELTA,POWER NOT OFF OR HAZARD PRESENT - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D4L,3,MEDICAL,4,DELTA,EXTREME FALL(>30FT/10M)-LIGHTNING,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D4L,3,MEDICAL,4,DELTA,EXTREME FALL(>30FT/10M)-LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D5,3,MEDICAL,4,DELTA,LONG FALL,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15D5,3,MEDICAL,4,DELTA,LONG FALL,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D5E,3,MEDICAL,4,DELTA,LONG FALL- ELCTROCUTION,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D5E,3,MEDICAL,4,DELTA,EXTREME FALL (> 30FT/10M) - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D5L,3,MEDICAL,4,DELTA,LONG FALL- LIGHTNING,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D5L,3,MEDICAL,4,DELTA,EXTREME FALL (> 30FT/10M) - LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D6,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15D6,3,MEDICAL,4,DELTA,NOT ALERT,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D6E,3,MEDICAL,4,DELTA,NOT ALERT- ELTROCUTION,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D6E,3,MEDICAL,4,DELTA,LONG FALL - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D6L,3,MEDICAL,4,DELTA,NOT ALERT- LIGHTNING,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D6L,3,MEDICAL,4,DELTA,LONG FALL - LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D7,3,MEDICAL,4,DELTA,ABNORMAL BREATHING,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15D7,3,MEDICAL,4,DELTA,ABNORMAL BREATHING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D7E,3,MEDICAL,4,DELTA,ABNORMAL BREATHING- ELECTROCUTION,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D7E,3,MEDICAL,4,DELTA,NOT ALERT - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D7L,3,MEDICAL,4,DELTA,ABNORMAL BREATHING-LIGHTNING,2012-03-29,2016-09-08,ELECTROCUTION/LIGHTNING
15D7L,3,MEDICAL,4,DELTA,NOT ALERT- LIGHTNING,2016-09-09,2099-12-31,ELECTROCUTION/LIGHTNING
15D8,3,MEDICAL,4,DELTA,UNKNOWN STATUS,2010-01-01,2099-12-31,ELECTROCUTION/LIGHTNING
15D8E,3,MEDICAL,4,DELTA,UNKNOWN STATUS/OTHER CODES NOT APPLY-ELECTROCUTION,2012-03-29,2016-09-08,ELECTROCUTION/LIGHTNING
15D8E,3,MEDICAL,4,DELTA,ABNORMAL BREATHING - ELECTROCUTION,2016-09-09,2099-12-31,ELECTROCUTION/LIGHTNING
15D8L,3,MEDICAL,4,DELTA,UNKNOWN STATUS/OTHER CODES NOT APPLY-LIGHTNING,2012-03-29,2016-09-11,ELECTROCUTION/LIGHTNING
15D8L,3,MEDICAL,4,DELTA,ABNORMAL BREATHING - LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D9E,3,MEDICAL,4,DELTA,UNKNOWN STATUS/OTHER CODES N/A - ELECTROCUTION,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15D9L,3,MEDICAL,4,DELTA,UNKNOWN STATUS/OTHER CODES N/A - LIGHTNING,2016-09-09,2099-12-31,ELECTROCUTION/LIGHTNING
15E0E,3,MEDICAL,5,ECHO,OVERRIDE - ELECTROCUTION,2016-09-09,2099-12-31,ELECTROCUTION/LIGHTNING
15E0L,3,MEDICAL,5,ECHO,OVERRIDE - LIGHTNING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15E1,3,MEDICAL,5,ECHO,NOT BREATHING/INEFFECTIVE BREATHING,2010-01-01,2016-09-11,ELECTROCUTION/LIGHTNING
15E1,3,MEDICAL,5,ECHO,NOT BREATHING/INEFFECTIVE BREATHING,2016-09-12,2099-12-31,ELECTROCUTION/LIGHTNING
15E1E,3,MEDICAL,5,ECHO,NOT BREATHING/INEFFECTIVE BREATHING-ELECTROCUTION,2012-03-27,2099-12-31,ELECTROCUTION/LIGHTNING
15E1L,3,MEDICAL,5,ECHO,NOT BREATHING/INEFFECTIVE BREATHING- LIGHTNING,2012-03-27,2099-12-31,ELECTROCUTION/LIGHTNING
16A1,3,MEDICAL,1,ALPHA,MODERATE EYE INJURIES,2010-01-01,2099-12-31,EYE PROBLEMS/INJURIES
16A2,3,MEDICAL,1,ALPHA,MINOR EYE INJURIES,2010-01-01,2099-12-31,EYE PROBLEMS/INJURIES
16A3,3,MEDICAL,1,ALPHA,MEDICAL EYE PROBLEMS,2010-01-01,2099-12-31,EYE PROBLEMS/INJURIES
16B0,3,MEDICAL,2,BRAVO,OVERRIDE,2016-09-09,2016-09-11,EYE PROBLEMS/INJURIES
16B0,3,MEDICAL,2,BRAVO,OVERRIDE,2016-09-12,2099-12-31,EYE PROBLEMS/INJURIES
16B1,3,MEDICAL,2,BRAVO,SEVERE EYE INJURIES,2010-01-01,2099-12-31,EYE PROBLEMS/INJURIES
16D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-09,2016-09-11,EYE PROBLEMS/INJURIES
16D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-12,2099-12-31,EYE PROBLEMS/INJURIES
16D1,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2099-12-31,EYE PROBLEMS/INJURIES
17A1,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA,2010-01-01,2016-09-09,FALL(S)
17A1,3,MEDICAL,1,ALPHA,MARKED (*) NOT DANGEROUS BODY AREA WITH DEFORMITY,2016-09-10,2016-09-11,FALL(S)
17A1,3,MEDICAL,1,ALPHA,MARKED (*) NOT DANGEROUS BODY AREA WITH DEFORMITY,2016-09-12,2099-12-31,FALL(S)
17A1A,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA W/ DEFORMITY - ACCESS DIFF,2016-09-12,2099-12-31,FALL(S)
17A1E,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA WITH DEFORMITY - ENVIO,2016-09-12,2099-12-31,FALL(S)
17A1G,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA- ON THE GROUND OR FLOOR,2012-03-29,2016-09-11,FALL(S)
17A1G,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA WDEFORMITY- ON THE GROUND,2016-09-12,2099-12-31,FALL(S)
17A1J,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA-JUMPER,2012-03-29,2016-09-08,FALL(S)
17A1J,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA WITH DEFORMITY - JUMP SUIC,2016-09-09,2099-12-31,FALL(S)
17A1P,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA WITH DEFORMITY - PUBLIC PL,2016-09-12,2099-12-31,FALL(S)
17A2,3,MEDICAL,1,ALPHA,NOT RECENT (>6 HRS) INJURIES (W/OUT PRIORITY SYMP),2010-01-01,2016-09-11,FALL(S)
17A2,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA,2016-09-12,2099-12-31,FALL(S)
17A2A,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA-ACCESS CONCERNS/DIFFICULTY,2016-09-12,2099-12-31,FALL(S)
17A2E,3,MEDICAL,1,ALPHA,"NOT DANGEROUS BODY AREA-ENVIRO PROBS (RAIN,HEAT,)",2016-09-12,2099-12-31,FALL(S)
17A2G,3,MEDICAL,1,ALPHA,NON-RECENT INJURIES(W/O PRIOR. SYMPT.)-ON GRND/FLR,2012-03-29,2016-09-11,FALL(S)
17A2G,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA - ON THE GROUND OR FLOOR,2016-09-12,2099-12-31,FALL(S)
17A2J,3,MEDICAL,1,ALPHA,NON-RECENT INJURIES(W/O PRIORITY SYMPT.)-JUMPER,2012-03-29,2016-09-11,FALL(S)
17A2J,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA - JUMPER (SUICIDE ATTEMPT),2016-09-12,2099-12-31,FALL(S)
17A2P,3,MEDICAL,1,ALPHA,"NOT DANGEROUS BODY AREA - PUBLIC PLACE (STREET, PA",2016-09-12,2099-12-31,FALL(S)
17A3,4,OTHER,1,ALPHA,PUBLIC ASSIST (NO INJURIES & NO PRIORITY SYMP),2010-01-01,2013-02-12,FALL(S)
17A3,3,MEDICAL,1,ALPHA,PUBLIC ASSIST (NO INJURIES & NO PRIORITY SYMP),2013-02-13,2013-05-15,FALL(S)
17A3,4,OTHER,1,ALPHA,PUBLIC ASSIST (NO INJURIES OR PRIORITY SYMPTOMS),2013-05-16,2016-09-11,FALL(S)
17A3,3,MEDICAL,1,ALPHA,NON-RECENT (>6HRS)INJURIES (WITHOUT PRIORITY SYMP),2016-09-12,2099-12-31,FALL(S)
17A3A,3,MEDICAL,1,ALPHA,NON-RECENT (>6HRS) INJRY (W\O PRI SYMP) ACCESS DIF,2016-09-12,2099-12-31,FALL(S)
17A3E,3,MEDICAL,1,ALPHA,NON-RECENT(>6HRS) INJRY (W\O PRI SYMP) ENVIRO PROB,2016-09-12,2099-12-31,FALL(S)
17A3G,4,OTHER,1,ALPHA,PUBLIC ASSIST (NO PRIORITY SYMPT.)-ON GROUND/FLOOR,2012-03-29,2013-02-12,FALL(S)
17A3G,3,MEDICAL,1,ALPHA,PUBLIC ASSIST (NO PRIORITY SYMPT.)-ON GROUND/FLOOR,2013-02-13,2013-05-15,FALL(S)
17A3G,4,OTHER,1,ALPHA,PUBLIC ASSIST (NO INJURIES) - ON FLOOR OR GROUND,2013-05-16,2016-09-11,FALL(S)
17A3G,3,MEDICAL,1,ALPHA,NON-RECENT (>6HRS) INJRY (W\O PRI SYMP) ON THE GRO,2016-09-12,2099-12-31,FALL(S)
17A3J,4,OTHER,1,ALPHA,PUBLIC ASSIST (NO PRIORITY SYMPTOMS)-JUMPER,2012-03-29,2013-02-12,FALL(S)
17A3J,3,MEDICAL,1,ALPHA,PUBLIC ASSIST (NO PRIORITY SYMPTOMS)-JUMPER,2013-02-13,2016-09-08,FALL(S)
17A3J,3,MEDICAL,1,ALPHA,NON-RECENT (>6HRS) INJRY (W\O PRI SYMP) JUMPER\SUI,2016-09-09,2099-12-31,FALL(S)
17A3P,3,MEDICAL,1,ALPHA,NON-RECENT (>6HRS) INJRY (W\O PRI SYMP) PUBLIC PLA,2016-09-12,2099-12-31,FALL(S)
17A4,4,OTHER,1,ALPHA,PUBLIC ASSIST (NO INJURIES AND NO PRIORITY SYMPTOM,2016-09-12,2099-12-31,FALL(S)
17A4A,4,OTHER,1,ALPHA,PUBLIC ASSIS( NO INJ AND NO PRI SYM) ACCES DIFFICU,2016-09-12,2099-12-31,FALL(S)
17A4E,4,OTHER,1,ALPHA,PUBLIC ASSIS(NO INJRY & NO PRIORITY SYMP) ENVIR PR,2016-09-12,2099-12-31,FALL(S)
17A4G,4,OTHER,1,ALPHA,PUBLIC ASSIS(NO INJRY & NO PRIOR SYMP) FLOOR\GROUN,2016-09-12,2099-12-31,FALL(S)
17A4J,4,OTHER,1,ALPHA,PUBLIC ASSIS(NO INJRY & NO PRIOR SYMP) JUMPER (SUI,2016-09-12,2099-12-31,FALL(S)
17A4P,4,OTHER,1,ALPHA,"PUBLIC ASSIST PUBLIC PLACE  (STREET, PARKING GARAG",2016-09-12,2099-12-31,FALL(S)
17B0,3,MEDICAL,2,BRAVO,OVERRIDE,2016-09-12,2099-12-31,FALL(S)
17B0A,3,MEDICAL,2,BRAVO,OVERRIDE - ACCESSIBILITY CONCERNS/DIFFICULTY,2016-09-12,2099-12-31,FALL(S)
17B0E,3,MEDICAL,2,BRAVO,"OVERRIDE - ENVIORNMENT PROBLEMS (RAIN, HEAT, COLD)",2016-09-12,2099-12-31,FALL(S)
17B0G,3,MEDICAL,2,BRAVO,OVERRIDE - ON THE GROUND OR FLOOR,2016-09-12,2099-12-31,FALL(S)
17B0J,3,MEDICAL,2,BRAVO,OVERRIDE - JUMPER (SUICIDE ATTEMPT),2016-09-12,2099-12-31,FALL(S)
17B0P,3,MEDICAL,2,BRAVO,"OVERRIDE - PUBLIC PLACE (STREET, PARKING GARAGE, )",2016-09-12,2099-12-31,FALL(S)
17B1,3,MEDICAL,2,BRAVO,POSSIBLE DANGEROUS BODY AREA,2010-01-01,2099-12-31,FALL(S)
17B1A,3,MEDICAL,2,BRAVO,POSSIBLE DANGEROUS BODY AREA - ACCESSIBILITY CONCE,2016-09-12,2099-12-31,FALL(S)
17B1E,3,MEDICAL,2,BRAVO,POSSIBLE DANGEROUS BODY AREA - ENVIORNMENTAL PROBL,2016-09-12,2099-12-31,FALL(S)
17B1G,3,MEDICAL,2,BRAVO,POSSIBLE DANGEROUS BODY AREA-ON GROUND/FLOOR,2012-03-29,2099-12-31,FALL(S)
17B1J,3,MEDICAL,2,BRAVO,POSSIBLE DANGEROUS BODY AREA-JUMPER,2012-03-29,2099-12-31,FALL(S)
17B1P,3,MEDICAL,2,BRAVO,POSSIBLE DANGEROUS BODY AREA - PUBLIC PLACE (STREE,2016-09-12,2099-12-31,FALL(S)
17B2,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE,2010-01-01,2099-12-31,FALL(S)
17B2A,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE - ACCESSIBILITY CONCERNS/DIFFIC,2016-09-12,2099-12-31,FALL(S)
17B2E,3,MEDICAL,2,BRAVO,"SERIOUS HEMORRHAGE - ENVIORNMENTAL PROBLEMS (RAIN,",2016-09-12,2099-12-31,FALL(S)
17B2G,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE- ON THE GROUND OR FLOOR,2012-03-29,2099-12-31,FALL(S)
17B2J,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE- JUMPER (SUCIDE ATTEMPT),2012-03-29,2099-12-31,FALL(S)
17B2P,3,MEDICAL,2,BRAVO,"SERIOUS HEMORRHAGE - PUBLIC PLACE (STREET, PARKING",2016-09-09,2016-09-11,FALL(S)
17B2P,3,MEDICAL,2,BRAVO,"SERIOUS HEMORRHAGE-PUBLIC PLACE (STREET, PARKING)",2016-09-12,2099-12-31,FALL(S)
17B3,3,MEDICAL,2,BRAVO,UNKNOWN STATUS\OTHER CODES NOT APPLICABLE,2010-01-01,2099-12-31,FALL(S)
17B3A,3,MEDICAL,2,BRAVO,UNK STATUS\OTHER CODES N\A - ACCESS CONCERNS\DIFFI,2016-09-12,2099-12-31,FALL(S)
17B3E,3,MEDICAL,2,BRAVO,"UNK STATUS\OTHER CODES N\A-ENVIRO PROB (RAIN,COLD)",2016-09-12,2099-12-31,FALL(S)
17B3G,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODE NOT APPLY-ON GRND/FLOOR,2012-03-29,2099-12-31,FALL(S)
17B3J,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLY-JUMPER,2012-03-29,2099-12-31,FALL(S)
17B3P,3,MEDICAL,2,BRAVO,"UNK STATUS\OTHER CODES N\A.  PUB PLACE(ST, GARAGE)",2016-09-12,2099-12-31,FALL(S)
17D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-12,2099-12-31,FALL(S)
17D0A,3,MEDICAL,4,DELTA,OVERRIDE - ACCESSIBILITY CONCERNS/DIFFICULTY,2016-09-12,2099-12-31,FALL(S)
17D0E,3,MEDICAL,4,DELTA,"OVERRIDE - ENVIRO PROBLEMS (RAIN, HEAT, COLD)",2016-09-12,2099-12-31,FALL(S)
17D0G,3,MEDICAL,4,DELTA,OVERRIDE - ON THE GROUND OR FLOOR,2016-09-12,2099-12-31,FALL(S)
17D0J,3,MEDICAL,4,DELTA,OVERRIDE - JUMPER (SUICIDE ATTEMPT),2016-09-12,2099-12-31,FALL(S)
17D0P,3,MEDICAL,4,DELTA,"OVERRIDE - PUBLIC PLACE (STREET, PARKING GARAGE, M",2016-09-12,2099-12-31,FALL(S)
17D1,3,MEDICAL,4,DELTA,EXTREME FALL (>30 FT/10M),2010-01-01,2099-12-31,FALL(S)
17D1A,3,MEDICAL,4,DELTA,EXTREME FALL (> 30FT/10M) - ACCESSIBILITY CONCERNS,2016-09-12,2099-12-31,FALL(S)
17D1E,3,MEDICAL,4,DELTA,EXTREME FALL (> 30FT/10M) - ENVIORNMENTAL PROBLEMS,2016-09-12,2099-12-31,FALL(S)
17D1G,3,MEDICAL,4,DELTA,EXTREME FALL(>30FT/10M)-ON THE GROUND/FLOOR,2012-03-29,2099-12-31,FALL(S)
17D1J,3,MEDICAL,4,DELTA,EXTREME FALL(>30FT/10M)-JUMPER (SUICIDE ATTEMPT),2012-03-29,2099-12-31,FALL(S)
17D1P,3,MEDICAL,4,DELTA,EXTREME FALL (> 30FT/10M) - PUBLIC PLACE (STREET),2016-09-12,2099-12-31,FALL(S)
17D2,3,MEDICAL,4,DELTA,UNCONSCIOUS OR ARREST,2010-01-01,2016-09-11,FALL(S)
17D2,3,MEDICAL,4,DELTA,ARREST,2016-09-12,2099-12-31,FALL(S)
17D2A,3,MEDICAL,4,DELTA,ARREST - ACCESSIBILITY CONCERNS/DIFFICULTY,2016-09-12,2099-12-31,FALL(S)
17D2E,3,MEDICAL,4,DELTA,"ARREST - ENVIORNMENTAL PROBLEMS (RAIN, HEAT, COLD)",2016-09-12,2099-12-31,FALL(S)
17D2G,3,MEDICAL,4,DELTA,UNCONSCIOUS OR ARREST- ON THE GROUND OR FLOOR,2012-03-29,2016-09-11,FALL(S)
17D2G,3,MEDICAL,4,DELTA,ARREST - ON THE GROUND OR FLOOR,2016-09-12,2099-12-31,FALL(S)
17D2J,3,MEDICAL,4,DELTA,UNCONSCIOUS OR ARREST- JUMPER,2012-03-29,2016-09-11,FALL(S)
17D2J,3,MEDICAL,4,DELTA,ARREST - JUMPER (SUICIDE ATTEMPT),2016-09-12,2099-12-31,FALL(S)
17D2P,3,MEDICAL,4,DELTA,"ARREST - PUBLIC PLACE (STREET, PARKING GARAGE, MAR",2016-09-12,2099-12-31,FALL(S)
17D3,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2016-09-11,FALL(S)
17D3,3,MEDICAL,4,DELTA,UNCONSCIOUS,2016-09-12,2099-12-31,FALL(S)
17D3A,3,MEDICAL,4,DELTA,UNCONSCIOUS - ACCESSIBILITY CONCERNS/DIFFICULTY,2016-09-12,2099-12-31,FALL(S)
17D3E,3,MEDICAL,4,DELTA,"UNCONSCIOUS - ENVIORNMENTAL PROBLEMS (RAIN, HEAT,",2016-09-12,2099-12-31,FALL(S)
17D3G,3,MEDICAL,4,DELTA,NOT ALERT- ON THE GROUND OR FLOOR,2012-03-29,2016-09-11,FALL(S)
17D3G,3,MEDICAL,4,DELTA,UNCONSCIOUS - ON THE GROUND OR FLOOR,2016-09-12,2099-12-31,FALL(S)
17D3J,3,MEDICAL,4,DELTA,NOT ALERT- JUMPER,2012-03-29,2016-09-08,FALL(S)
17D3J,3,MEDICAL,4,DELTA,UNCONSCIOUS - JUMPER (SUICIDE ATTEMPT),2016-09-09,2099-12-31,FALL(S)
17D3P,3,MEDICAL,4,DELTA,"UNCONSCIOUS - PUBLIC PLACE (STREET, PARKING GARAGE",2016-09-12,2099-12-31,FALL(S)
17D4,3,MEDICAL,4,DELTA,CHEST OR NECK INJURY (WITH DIFFICULTY BREATHING),2010-01-01,2016-09-11,FALL(S)
